Year,Level,Code,Total,Value_added,Value_prod
2017,0,LV,805538,12449617708.93,31583355928.83
2017,1,LV003,94056,1359755556.47,3585905548.41
2017,1,LV005,93257,970446766.00,2377292880.13
2017,1,LV006,286548,4957678600.61,12196192460.58
2017,1,LV007,159141,2670287236.35,6793201844.41
2017,1,LV008,73510,973482966.77,2576006461.16
2017,1,LV009,93354,1387597567.70,3660396540.75
2017,1,UNK,5677,130369015.03,394360193.39
2017,3,0010000,286548,4957678600.61,12196192460.58
2017,3,0050000,32273,354512470.84,861967869.17
2017,3,0090000,24571,389797699.34,972432430.36
2017,3,0110000,9063,118858691.94,321489630.72
2017,3,0130000,21163,341782248.14,825882990.69
2017,3,0170000,27303,393136918.00,966581278.08
2017,3,0210000,11277,134135656.02,332759658.20
2017,3,0250000,10318,157600375.74,400122866.98
2017,3,0270000,14574,274296836.75,701694317.67
2017,3,0320200,3434,66173655.71,179849023.64
2017,3,0321000,1830,27379210.34,83365894.03
2017,3,0321400,1863,27855002.57,67253344.16
2017,3,0326100,1891,27091709.72,72567261.56
2017,3,0327100,1169,12169195.50,32990309.62
2017,3,0328200,1273,17800968.24,46787213.30
2017,3,0360200,5358,56967137.51,141092965.83
2017,3,0360800,1186,12180853.99,34564125.01
2017,3,0380200,4218,36781834.22,84649607.15
2017,3,0381600,1424,10776782.80,27470395.13
2017,3,0384400,316,2339253.12,6239755.61
2017,3,0387500,669,6576547.39,14875808.65
2017,3,0400200,9139,123011960.61,333107725.30
2017,3,0406400,3540,62374293.37,167377447.51
2017,3,0407700,1156,12397995.95,32264203.12
2017,3,0409500,3078,39810771.88,108954236.04
2017,3,0420200,7133,98262803.73,245738056.59
2017,3,0421200,1286,16083954.35,44394541.00
2017,3,0424701,1824,26129407.88,70147243.40
2017,3,0425700,728,8770387.50,26054799.13
2017,3,0427300,3184,42654268.65,113108453.20
2017,3,0427500,1474,19050022.29,49058527.98
2017,3,0427700,1097,13432743.20,39311192.02
2017,3,0429300,1305,16499035.94,44283482.35
2017,3,0440200,6496,60086532.61,152018600.44
2017,3,0440801,2178,21504163.27,41808504.67
2017,3,0460200,8245,130216979.97,392932412.49
2017,3,0460800,2440,32388311.27,84877855.36
2017,3,0468900,1305,22548463.73,55721485.29
2017,3,0500200,7867,96958537.18,270369183.09
2017,3,0540200,8301,121520850.68,309234212.61
2017,3,0546701,4151,71834874.89,180175465.73
2017,3,0560200,1446,16346255.78,43982696.52
2017,3,0560800,959,10040883.45,22924926.18
2017,3,0561800,1242,13912991.69,33970213.10
2017,3,0566900,1919,27867446.75,76528567.27
2017,3,0568700,1339,16199354.32,41609986.84
2017,3,0600202,4760,43356059.73,113434737.13
2017,3,0601000,2060,13853891.41,32362044.82
2017,3,0604300,931,6021551.65,15818989.35
2017,3,0620200,8262,96091999.90,246762179.76
2017,3,0621200,1529,19899116.79,49638868.94
2017,3,0624200,491,6284224.84,16722530.68
2017,3,0640600,2923,35327716.17,91506052.27
2017,3,0640801,971,11310091.04,30547139.11
2017,3,0641000,3384,45736439.50,120690855.19
2017,3,0641401,980,12216766.12,38158664.04
2017,3,0641600,1844,19212703.04,54086187.93
2017,3,0647900,1258,16138506.82,47147367.66
2017,3,0648500,509,5689338.20,19261030.89
2017,3,0649300,827,9397878.59,27263478.88
2017,3,0660200,6370,81739116.06,207334551.27
2017,3,0661000,1554,18718584.53,48572129.72
2017,3,0661400,2934,39568926.43,97280846.42
2017,3,0680200,4131,34014035.20,81572315.29
2017,3,0681000,1736,13282397.81,32100421.57
2017,3,0681801,856,6567944.05,17908831.37
2017,3,0684901,763,4850900.86,10792725.07
2017,3,0700200,8456,111645655.84,289462319.19
2017,3,0700800,915,9510076.30,27677133.10
2017,3,0701400,903,14962710.00,35807356.87
2017,3,0701800,1070,11991479.25,33578490.27
2017,3,0705500,997,12176858.46,31992764.44
2017,3,0740202,14037,204789009.94,555708025.14
2017,3,0740600,4213,85692894.46,201923787.22
2017,3,0741001,2225,38971904.19,93503668.98
2017,3,0741401,4143,58529098.25,149567856.81
2017,3,0760202,3480,39190767.74,108148242.92
2017,3,0761201,3990,61501043.09,140557027.17
2017,3,0766300,1393,12662305.75,33941839.07
2017,3,0769101,445,3917712.74,11120544.43
2017,3,0780200,7982,83367040.82,209949440.94
2017,3,0781800,1879,21147874.88,47795521.98
2017,3,0800600,2275,34551808.63,95159116.78
2017,3,0800800,10566,191172829.81,521859295.30
2017,3,0801000,9012,155278194.87,387438010.58
2017,3,0801200,10206,195972961.33,472081003.84
2017,3,0801400,2389,35272510.74,88067527.45
2017,3,0801601,7420,121943027.41,310388703.62
2017,3,0801800,3342,62986868.24,172214895.21
2017,3,0804400,5118,96432142.07,233480664.15
2017,3,0804900,4604,85352877.42,222567448.28
2017,3,0805200,4113,75186605.32,181284381.45
2017,3,0806000,3807,94008034.60,221679251.59
2017,3,0806900,2095,31655383.88,83032429.75
2017,3,0807400,1461,22219889.36,58004613.04
2017,3,0807600,9602,207558976.26,556945882.43
2017,3,0808400,3017,45991908.67,117561101.83
2017,3,0809200,932,13832457.85,38443410.97
2017,3,0809600,4811,91973667.67,222477058.43
2017,3,0840200,8853,130928327.71,370085011.28
2017,3,0840601,2170,37520705.26,117939588.65
2017,3,0880200,10685,144194533.68,419021968.44
2017,3,0885100,1319,16799722.79,44719406.14
2017,3,0887600,548,6147192.52,15200756.93
2017,3,0888301,1339,15139226.98,38375696.30
2017,3,0900200,11374,156302035.32,412960559.01
2017,3,0901201,2834,33367248.30,90605940.30
2017,3,0905100,2675,36597337.82,93807698.54
2017,3,0905700,849,12838688.78,33368995.61
2017,3,0940200,2972,34105438.05,93016764.44
2017,3,0941600,4849,78909174.68,236930914.63
2017,3,0941800,1050,11366038.61,30772825.00
2017,3,0960200,2348,31846235.88,83211147.02
2017,3,0961000,994,10450184.13,23593788.30
2017,3,0961600,1707,19562866.71,46958955.79
2017,3,0964700,1145,18034016.80,48427532.89
2017,3,0967101,2733,37061416.42,100296438.34
2017,3,0967300,611,7271287.68,16034594.30
2017,3,0980200,4287,64287311.77,170503169.57
2017,3,UNK,5677,130369015.03,394360193.39
2017,4,0010000,286548,4957678600.61,12196192460.58
2017,4,0050000,32273,354512470.84,861967869.17
2017,4,0090000,24571,389797699.34,972432430.36
2017,4,0110000,9063,118858691.94,321489630.72
2017,4,0130000,21163,341782248.14,825882990.69
2017,4,0170000,27303,393136918.00,966581278.08
2017,4,0210000,11277,134135656.02,332759658.20
2017,4,0250000,10318,157600375.74,400122866.98
2017,4,0270000,14574,274296836.75,701694317.67
2017,4,0320201,3007,58320776.03,156317645.30
2017,4,0320244,425,7826596.57,23436349.63
2017,4,0321007,627,9783114.06,31084668.96
2017,4,0321027,25,284340.75,770876.38
2017,4,0321050,315,4389680.27,12869346.86
2017,4,0321078,302,4403801.98,12707413.99
2017,4,0321080,305,5728099.94,17679738.96
2017,4,0321084,108,1236811.76,3088555.85
2017,4,0321086,147,1526941.51,5118015.69
2017,4,0321413,1179,17718853.11,42200288.04
2017,4,0321442,240,3774873.73,8725302.62
2017,4,0321458,233,3406755.98,8982251.90
2017,4,0321492,211,2954519.75,7345501.60
2017,4,0326146,357,4631555.71,12401745.33
2017,4,0326154,153,1662758.44,3880345.00
2017,4,0326160,1380,20790925.77,56266912.77
2017,4,0327166,334,3729904.59,11054799.41
2017,4,0327170,542,5340418.03,13926380.98
2017,4,0327174,122,1275583.60,3194033.50
2017,4,0327196,170,1820496.08,4811181.33
2017,4,0328200,1273,17800968.24,46787213.30
2017,4,0360201,2734,27480874.01,67440035.42
2017,4,0360242,463,6585425.88,14689360.32
2017,4,0360244,127,1670206.62,4950820.11
2017,4,0360252,106,1464850.24,3758364.22
2017,4,0360256,359,4074701.19,11252434.26
2017,4,0360258,160,1721201.92,3710990.78
2017,4,0360260,151,1954579.18,4633767.94
2017,4,0360264,47,360442.28,1017530.39
2017,4,0360268,224,1866505.21,4475986.95
2017,4,0360272,103,916073.25,2488994.24
2017,4,0360274,163,1316464.31,3112569.87
2017,4,0360276,91,966279.16,2391224.20
2017,4,0360280,144,1159261.14,2662414.80
2017,4,0360288,100,1620015.01,3777607.08
2017,4,0360294,114,1037923.75,2998778.62
2017,4,0360296,269,2747858.37,7633850.19
2017,4,0360805,310,2867733.82,7446633.88
2017,4,0360825,128,1291834.40,3589199.31
2017,4,0360848,309,2778391.96,8701753.39
2017,4,0360884,229,2230695.58,7691186.22
2017,4,0360890,210,3012198.23,7135352.21
2017,4,0380201,2378,20983993.98,46126619.26
2017,4,0380246,201,1599498.84,4072226.71
2017,4,0380248,120,1058019.51,2870776.59
2017,4,0380250,242,1909800.99,4626727.99
2017,4,0380252,152,1408940.08,2823649.52
2017,4,0380256,99,768440.11,2200234.23
2017,4,0380258,418,4068333.01,9802214.94
2017,4,0380266,58,371200.04,1056081.40
2017,4,0380286,297,2373974.42,5635614.73
2017,4,0380290,96,1088888.69,2483426.71
2017,4,0380294,155,1126561.65,2916615.40
2017,4,0381615,424,3002191.80,7325304.09
2017,4,0381660,63,386101.68,863859.02
2017,4,0381670,203,1871261.05,4570622.10
2017,4,0381678,134,1329556.19,3501089.78
2017,4,0381682,301,2022837.23,5353812.15
2017,4,0381692,117,797814.70,2242391.16
2017,4,0381698,182,1367020.15,3613316.83
2017,4,0384400,316,2339253.12,6239755.61
2017,4,0387564,239,2162059.46,5436547.71
2017,4,0387574,430,4414487.93,9439260.94
2017,4,0400201,3508,45068105.82,116948774.92
2017,4,0400246,444,5497135.78,14793032.86
2017,4,0400250,636,10193734.48,28741151.75
2017,4,0400252,913,11729308.65,30789851.35
2017,4,0400256,195,2781075.77,8126362.41
2017,4,0400260,875,13150718.76,44837930.34
2017,4,0400268,1398,19072925.41,50953629.63
2017,4,0400272,487,6932491.35,17719862.90
2017,4,0400292,681,8576330.73,20184880.62
2017,4,0406400,3540,62374293.37,167377447.51
2017,4,0407776,659,7259435.17,18588928.09
2017,4,0407788,232,2212253.36,6520440.53
2017,4,0407796,265,2926307.42,7154834.50
2017,4,0409544,248,3143568.36,8045940.15
2017,4,0409562,195,2717796.82,8042040.56
2017,4,0409580,397,5026910.54,12898857.41
2017,4,0409584,273,3394488.85,8274122.67
2017,4,0409590,330,5014091.06,13499725.61
2017,4,0409594,1635,20513916.25,58193549.64
2017,4,0420201,6589,91038295.35,227731086.33
2017,4,0420290,534,7050875.14,17579427.44
2017,4,0421211,372,5142498.02,14934816.16
2017,4,0421262,913,10911657.89,29386760.84
2017,4,0424742,216,2856187.79,7532856.70
2017,4,0424746,880,14507672.85,37436801.62
2017,4,0424768,284,3218305.15,9149086.05
2017,4,0424778,189,1982694.33,5841319.70
2017,4,0424796,254,3559400.26,10181611.08
2017,4,0425756,613,7609361.19,22760248.84
2017,4,0425798,115,1161026.31,3294550.29
2017,4,0427360,1072,14322345.05,36955419.07
2017,4,0427364,256,3777427.34,9890159.61
2017,4,0427372,1666,22139038.81,59779913.30
2017,4,0427394,188,2388424.14,6415906.94
2017,4,0427574,550,7396740.70,18942551.71
2017,4,0427580,417,5422940.94,13516667.24
2017,4,0427582,505,6221596.77,16579201.03
2017,4,0427748,254,3130573.23,8508474.52
2017,4,0427776,843,10302169.97,30802717.50
2017,4,0429350,256,3338796.38,9946240.09
2017,4,0429354,233,2874110.47,8402079.44
2017,4,0429358,87,892798.27,2249983.44
2017,4,0429386,295,4044948.17,11477616.80
2017,4,0429392,434,5348382.65,12207562.58
2017,4,0440242,97,1008148.52,2217932.36
2017,4,0440246,107,753848.31,1595957.08
2017,4,0440250,368,3802735.82,10506738.62
2017,4,0440252,155,1073488.26,2491681.73
2017,4,0440260,618,6294623.50,16766830.93
2017,4,0440262,297,2171617.04,5214397.50
2017,4,0440264,388,3880949.53,9414398.37
2017,4,0440268,344,3740589.99,10693187.94
2017,4,0440270,197,1336080.87,3205404.69
2017,4,0440272,247,1609962.17,3824594.00
2017,4,0440274,1698,16757928.28,42221346.31
2017,4,0440276,182,2675813.47,6160671.96
2017,4,0440284,166,1537040.39,3809989.85
2017,4,0440286,323,2624569.53,7794327.10
2017,4,0440288,289,2190789.76,5346646.90
2017,4,0440292,247,2276724.16,5374533.67
2017,4,0440294,191,1995009.56,4307224.86
2017,4,0440296,125,1048429.72,3202563.04
2017,4,0440298,455,3301360.64,7848417.10
2017,4,0440807,784,7862755.76,15841383.38
2017,4,0440815,173,1724694.35,3186043.18
2017,4,0440835,88,948894.20,1855998.18
2017,4,0440844,241,1927271.62,3834543.75
2017,4,0440854,145,1457089.68,774824.15
2017,4,0440856,208,1650699.51,3085841.54
2017,4,0440880,289,3118347.00,6732364.31
2017,4,0440890,249,2804993.68,6468189.80
2017,4,0460201,4130,67246935.35,214748859.48
2017,4,0460242,313,4105642.30,10148736.18
2017,4,0460246,1005,16130893.11,48539398.05
2017,4,0460252,674,8789594.55,26617562.63
2017,4,0460254,327,4163666.69,12242623.88
2017,4,0460260,278,4545171.50,13059899.95
2017,4,0460268,377,6675586.59,16030709.02
2017,4,0460272,435,8101044.32,21327474.13
2017,4,0460280,245,3821780.61,11250647.89
2017,4,0460284,320,4746494.04,12872257.18
2017,4,0460298,141,1890170.91,6094244.10
2017,4,0460805,891,11468832.11,28827841.16
2017,4,0460825,259,3626409.13,8422449.71
2017,4,0460850,572,7975325.44,21546441.13
2017,4,0460864,143,2090758.65,8257416.47
2017,4,0460876,175,2404822.61,5966377.25
2017,4,0460890,95,1401473.74,3085135.21
2017,4,0460894,305,3420689.59,8772194.43
2017,4,0468944,340,4113502.26,10445093.41
2017,4,0468956,181,2987081.43,6923490.65
2017,4,0468988,784,15447880.04,38352901.23
2017,4,0500201,3087,38905083.63,101985220.88
2017,4,0500244,493,5502965.05,15214893.24
2017,4,0500248,353,4926339.78,13922638.25
2017,4,0500252,164,2260324.78,6670882.69
2017,4,0500256,192,2029260.43,6186897.07
2017,4,0500260,351,3600291.47,11024192.20
2017,4,0500264,549,6979143.17,21554833.68
2017,4,0500268,251,2709550.60,7057790.92
2017,4,0500272,531,7108863.32,22241416.11
2017,4,0500276,128,1472848.42,4306602.04
2017,4,0500284,477,5651233.88,16340163.00
2017,4,0500288,354,3857590.74,9801305.72
2017,4,0500290,643,7921373.59,22541115.86
2017,4,0500294,292,4002056.28,11467927.44
2017,4,0540248,637,9757432.80,23483127.15
2017,4,0540252,1082,16851766.03,44222282.68
2017,4,0540256,1058,15907842.96,43103603.03
2017,4,0540258,668,10602862.91,26310200.13
2017,4,0540260,255,4295811.43,9976544.64
2017,4,0540262,761,10839500.25,26503280.55
2017,4,0540270,556,7747284.53,19903960.56
2017,4,0540274,504,6619784.63,17656122.80
2017,4,0540282,678,8926953.57,21080561.64
2017,4,0540286,691,11354598.29,27330211.21
2017,4,0540290,464,5758086.50,15589274.90
2017,4,0540292,468,6391876.91,16931051.00
2017,4,0540296,471,6377182.50,16963736.36
2017,4,0546744,1838,30735041.40,83875214.77
2017,4,0546766,1698,32716318.17,74379597.61
2017,4,0546778,610,8344068.08,21795546.83
2017,4,0560248,308,4533222.53,11525546.63
2017,4,0560252,155,1090880.93,2630164.11
2017,4,0560254,164,1730136.91,3900744.08
2017,4,0560266,170,2023794.82,5860673.37
2017,4,0560274,142,1602540.12,4873352.34
2017,4,0560282,245,2354986.97,6147384.61
2017,4,0560298,262,3010693.50,9044831.38
2017,4,0560805,444,5576946.55,13308788.48
2017,4,0560825,143,1200343.47,2633248.06
2017,4,0560844,130,1735226.63,3627139.60
2017,4,0560862,241,1499790.20,3281864.59
2017,4,0561815,566,5686939.76,14545554.01
2017,4,0561835,201,2277862.03,5794821.92
2017,4,0561858,143,1761534.05,4448473.82
2017,4,0561880,162,2457931.70,5223162.37
2017,4,0561888,170,1728724.15,3958200.98
2017,4,0566946,199,2556865.20,7371192.30
2017,4,0566968,301,4786453.88,14726120.72
2017,4,0566970,633,8312865.90,24666927.97
2017,4,0566976,201,2359447.60,6166162.94
2017,4,0566994,385,4980699.33,11917377.77
2017,4,0566996,200,4871114.84,11680785.57
2017,4,0568786,1093,13413730.99,35004195.40
2017,4,0568790,245,2770891.18,6580265.49
2017,4,0600201,2935,27507521.23,72644387.01
2017,4,0600248,113,1078014.09,2808058.14
2017,4,0600262,218,1850778.28,4192119.85
2017,4,0600264,166,1560925.92,2676321.31
2017,4,0600268,135,1186171.07,3017493.12
2017,4,0600270,124,1434226.98,4317722.87
2017,4,0600274,133,1459158.80,3745068.39
2017,4,0600278,127,1187906.84,3241137.89
2017,4,0600284,101,536448.29,1698578.60
2017,4,0600286,226,1038761.01,3156500.51
2017,4,0600288,149,1073262.74,2640880.48
2017,4,0600296,333,3442884.48,9296468.96
2017,4,0601009,730,5633051.66,11797332.07
2017,4,0601042,276,1722293.22,4354278.97
2017,4,0601044,128,720398.98,1805823.57
2017,4,0601046,112,529776.44,1083993.69
2017,4,0601050,62,423389.54,1063192.95
2017,4,0601054,184,1447501.82,3085561.67
2017,4,0601056,204,1619117.92,4227318.78
2017,4,0601076,112,524886.09,1213514.11
2017,4,0601080,40,276378.54,871256.41
2017,4,0601090,78,442733.83,1360111.44
2017,4,0601092,133,514263.12,1493797.91
2017,4,0604342,544,3819832.13,10433865.86
2017,4,0604358,84,641146.04,1615664.98
2017,4,0604372,174,755006.25,1724202.76
2017,4,0604394,128,793695.02,2012461.61
2017,4,0620201,4105,48868825.87,121083059.68
2017,4,0620246,262,2459050.80,6679204.27
2017,4,0620250,148,1420940.20,3421175.06
2017,4,0620254,112,1214168.20,3621504.42
2017,4,0620258,215,2570210.35,7247093.51
2017,4,0620260,722,7888503.18,22353007.75
2017,4,0620264,327,2843453.28,6873384.01
2017,4,0620272,379,3967558.31,10556698.96
2017,4,0620274,399,4297554.75,11133679.36
2017,4,0620280,286,4692610.91,10927080.68
2017,4,0620284,510,8231550.89,22399172.69
2017,4,0620290,220,2335409.24,7077065.33
2017,4,0620292,268,2263590.08,5472969.55
2017,4,0620296,306,3025227.81,7900759.70
2017,4,0621209,707,9008732.21,22784659.18
2017,4,0621229,291,3502893.15,9321649.62
2017,4,0621268,140,1469038.47,3720230.23
2017,4,0621278,123,2921850.03,6225289.93
2017,4,0621282,267,2992995.93,7581445.98
2017,4,0624200,491,6284224.84,16722530.68
2017,4,0640605,1591,19972381.86,50283415.96
2017,4,0640642,266,3596618.22,10309991.61
2017,4,0640648,326,4042935.23,9394348.60
2017,4,0640666,227,2695123.32,6812497.22
2017,4,0640668,355,3218757.66,9736593.59
2017,4,0640672,155,1791652.43,4928590.50
2017,4,0640807,204,1954793.32,5326817.79
2017,4,0640827,117,1199155.54,2743017.10
2017,4,0640850,228,3176187.52,9195892.38
2017,4,0640888,295,3803653.57,9819933.42
2017,4,0640894,126,1164096.10,3444730.72
2017,4,0641009,1571,21324215.91,56981957.99
2017,4,0641044,217,2762765.71,7047432.39
2017,4,0641056,260,3362862.29,9079024.63
2017,4,0641060,819,11358945.42,30092223.71
2017,4,0641076,516,6918071.87,17475460.27
2017,4,0641413,372,3772509.23,11365811.32
2017,4,0641486,133,1575537.05,3638234.91
2017,4,0641496,475,6868719.84,23154617.81
2017,4,0641615,748,8726340.97,23320157.65
2017,4,0641646,266,2782258.34,6918875.18
2017,4,0641658,190,1486124.81,4742701.33
2017,4,0641664,203,2133066.97,5123251.67
2017,4,0641682,155,1413456.60,4057630.24
2017,4,0641698,282,2671455.35,9923571.86
2017,4,0647978,975,12614144.29,36697043.16
2017,4,0647980,283,3524362.53,10450324.50
2017,4,0648552,186,2087065.45,5098616.34
2017,4,0648584,323,3602272.75,14162414.55
2017,4,0649354,116,1112559.27,3567580.56
2017,4,0649392,711,8285319.32,23695898.32
2017,4,0660201,2915,38768179.25,100105544.53
2017,4,0660252,380,5272508.49,13273007.55
2017,4,0660264,816,10289342.16,25005576.96
2017,4,0660268,234,2246443.76,4822181.10
2017,4,0660276,733,10157214.65,26579248.77
2017,4,0660280,374,4065762.18,10968584.46
2017,4,0660284,513,6253994.79,15042517.28
2017,4,0660288,404,4681095.87,11532159.03
2017,4,0661007,421,5211560.80,13248992.97
2017,4,0661017,303,3672848.11,9263338.15
2017,4,0661027,229,3474169.03,9610634.32
2017,4,0661037,135,1768354.28,4372537.17
2017,4,0661044,184,1529717.88,3802303.17
2017,4,0661048,282,3061934.43,8274323.94
2017,4,0661405,304,3700793.79,8893045.10
2017,4,0661415,1088,16031392.69,38793990.58
2017,4,0661425,152,1582046.84,4066133.11
2017,4,0661435,738,9393434.22,25166694.84
2017,4,0661460,651,8854161.72,20346692.12
2017,4,0680201,2884,24302281.22,57323999.13
2017,4,0680246,126,950694.07,2952916.18
2017,4,0680250,200,1880437.06,4455903.69
2017,4,0680258,304,2217327.24,5218814.55
2017,4,0680260,111,758770.75,1908274.66
2017,4,0680278,95,578280.91,1267854.56
2017,4,0680280,99,908403.43,2087431.32
2017,4,0680286,142,767312.45,2336093.94
2017,4,0680288,84,778691.38,1568525.07
2017,4,0680292,85,865276.69,2445942.19
2017,4,0681009,663,4958906.61,11471311.36
2017,4,0681054,82,395221.05,1050485.71
2017,4,0681068,357,2130289.21,4961292.77
2017,4,0681070,260,2951372.53,6658288.16
2017,4,0681072,194,1381685.43,4016749.27
2017,4,0681094,180,1464922.98,3942294.30
2017,4,0681817,508,3815391.51,9491432.60
2017,4,0681864,55,391559.63,1465716.82
2017,4,0681884,162,1363459.44,4394708.00
2017,4,0681896,131,997533.47,2556973.95
2017,4,0684944,121,793985.99,2036783.76
2017,4,0684948,223,1536563.58,3023908.55
2017,4,0684966,59,312918.07,716126.13
2017,4,0684990,155,1066841.22,2649587.13
2017,4,0684998,205,1140592.00,2366319.50
2017,4,0700201,2959,34886510.73,88868885.91
2017,4,0700242,436,5394058.33,17695416.86
2017,4,0700244,412,5562113.31,13271472.16
2017,4,0700246,568,8532999.90,23412297.75
2017,4,0700250,399,4805431.42,12231912.52
2017,4,0700262,637,16352385.84,36820456.71
2017,4,0700266,262,3718440.39,9871963.47
2017,4,0700268,393,4675440.09,12730665.13
2017,4,0700270,413,5059704.61,13229950.19
2017,4,0700274,283,2985181.53,9472768.95
2017,4,0700276,190,2018568.92,5312070.59
2017,4,0700282,300,3080250.21,7620217.57
2017,4,0700286,517,6546470.63,17422575.73
2017,4,0700290,480,5868039.10,14892596.53
2017,4,0700296,201,2138432.27,6550046.89
2017,4,0700807,583,6358197.80,18743560.93
2017,4,0700827,332,3151878.50,8933572.17
2017,4,0701413,659,10894110.68,26045762.00
2017,4,0701458,244,4068599.32,9761594.87
2017,4,0701817,644,7747506.16,21698434.61
2017,4,0701878,216,2154540.18,5919167.22
2017,4,0701894,209,2059286.65,5909071.39
2017,4,0705554,743,8701772.84,22016329.96
2017,4,0705560,105,1394374.07,3872854.38
2017,4,0705592,149,2080711.55,6103580.10
2017,4,0740201,10212,152605606.35,418596156.75
2017,4,0740252,203,2659083.33,6728169.03
2017,4,0740256,276,3522562.63,10560854.89
2017,4,0740260,223,2911023.43,7669019.33
2017,4,0740268,599,6885055.45,16989023.15
2017,4,0740272,149,1731307.79,5067218.35
2017,4,0740276,163,1845350.98,5314619.41
2017,4,0740280,1238,19399699.55,45344528.56
2017,4,0740288,717,9414591.12,28784088.35
2017,4,0740292,248,3664801.53,9277271.12
2017,4,0740605,3069,64024542.68,145721335.27
2017,4,0740625,1144,21668351.78,56202451.95
2017,4,0741009,977,21248312.06,47261264.35
2017,4,0741029,269,3928459.93,9626596.58
2017,4,0741044,552,8236238.02,21168940.29
2017,4,0741084,427,5558894.18,15446867.76
2017,4,0741413,2614,39386961.22,97862927.35
